Year,Month,Layer,Station,Region,Class,Species,Group,TrophicMode,m,un
2023,5,SCM,1,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,4.611558859,3.824547755
2023,8,Surface,1,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,1.295605798,1.09055735
2023,5,SCM,1,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,4.668586792,3.842095594
2023,8,SCM,4,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,4.701637019,6.22263046
2023,5,Surface,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,2.434845714,2.337908924
2023,10,SCM,13,Coast,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,2.434845714,2.337908924
2023,8,Surface,13,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.035216114,0.038493037
2022,4,SCM,4,Front,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,2.477435402,2.708439214
2023,5,SCM,1,Coast,Bacillariophyceae,Rhizosolenia hebetata,Diatoms,Autotroph,4.96893218,4.283192947
2023,5,SCM,1,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,4.96893218,4.283192947
2023,5,SCM,1,Coast,Dinophyceae,Tripos kofoidii,Others,Mixotroph,4.96893218,4.283192947
2022,4,SCM,13,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,3.995254676,4.089765856
2023,10,SCM,13,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,2.626499312,2.619000868
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,3.796174914,3.432877827
2023,10,Surface,13,Coast,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,0.038085613,0.055263286
2022,10,Surface,1,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,1.572438773,1.419562694
2023,5,SCM,4,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.572438773,1.419562694
2023,8,SCM,4,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.596388274,2.338995511
2022,4,Surface,1,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,2.800799001,2.772830332
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.342547279,0.386442911
2022,10,Surface,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.041137013,0.098068045
2022,10,Surface,4,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,1.684212627,1.899543183
2023,5,SCM,11,Front,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0.041864169,0.043871919
2022,10,Surface,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.322000986,1.079618979
2023,8,SCM,13,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,1.34506591,1.181530772
2023,10,Surface,1,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,2.009837033,1.636140872
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,3.137789671,3.3568106
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,0.050657125,0.278701946
2022,4,SCM,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,2.722962373,2.547112572
2023,10,Surface,4,Front,Bacillariophyceae,Dactyliosolen phuketensis,Diatoms,Autotroph,1.174902888,0.960603245
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,2.653017871,2.424085135
2023,5,SCM,1,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,4.106525239,3.364846717
2023,5,SCM,1,Coast,Dinophyceae,Tripos longipes,Others,Mixotroph,4.106525239,3.364846717
2022,4,Surface,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,4.279075319,3.99651474
2022,10,SCM,1,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.57194568,0.795924329
2023,5,Surface,11,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,2.030106714,2.338160693
2023,5,SCM,1,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,3.91458167,3.177252442
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,2.940377637,3.340859466
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.065400144,0.872005571
2022,4,Surface,4,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.076388922,1.321967721
2023,5,Surface,13,Coast,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.076388922,1.321967721
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,2.411772504,2.12511542
2022,10,SCM,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.501365319,0.505950091
2023,5,Surface,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.58969344,1.543857017
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.290195855,1.474508637
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.085126457,0.11116952
2023,10,SCM,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.085126457,0.11116952
2023,8,SCM,1,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.679836125,2.079302302
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,1.270445846,1.467738696
2022,10,SCM,1,Coast,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0.096546781,0.80374859
2022,10,Surface,4,Front,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,5,SCM,11,Front,Dinophyceae,Gymnodinium sp.irale,Others,Mixotroph,0.096678864,0.08822199
2023,5,Surface,4,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.096678864,0.08822199
2023,5,SCM,11,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,11,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.096678864,0.08822199
2023,5,SCM,11,Front,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,0.096678864,0.08822199
2023,8,SCM,1,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,6,Offshore,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,6,Offshore,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,13,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,SCM,13,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.096678864,0.08822199
2023,10,SCM,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.107735656,0.363684114
2023,10,SCM,1,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.63647978,0.9052663
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.552077316,1.279102011
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,0.125581018,1.932327268
2023,8,SCM,11,Front,Dinophyceae,Tripos furca,Others,Mixotroph,0.1321673,0.167075753
2023,10,Surface,11,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,2.6550752,2.362458341
2022,10,Surface,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.141819476,2.27190036
2023,5,SCM,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.14276975,0.125513707
2022,10,SCM,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.146692012,0.184337815
2022,10,SCM,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.154733327,0.546890161
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.016701314,0.891930258
2022,10,SCM,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.160055422,0.419864505
2023,5,SCM,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.166994349,0.209288365
2023,5,SCM,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,3.517304802,2.85581934
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,0.179536721,0.223372488
2022,10,SCM,13,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0.184053681,0.197847399
2022,4,Surface,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.184893163,0.159595377
2022,10,Surface,4,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.184893163,0.159595377
2023,8,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.205105004,0.662530845
2023,8,SCM,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.216090236,0.184836646
2023,5,Surface,6,Offshore,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0.21950861,0.27087754
2023,8,SCM,6,Offshore,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,0.227577279,0.280466843
2023,10,SCM,13,Coast,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0.232056313,0.197754653
2023,5,Surface,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.232056313,0.197754653
2023,5,Surface,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.239774595,0.245176576
2023,8,SCM,6,Offshore,Bacillariophyceae,Bacteriastrum varians,Diatoms,Autotroph,0.239774595,0.245176576
2022,10,Surface,6,Offshore,Bacillariophyceae,Fragilaria sp.,Diatoms,Autotroph,0.242142341,1.376666349
2023,10,SCM,11,Front,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,0.242142341,1.376666349
2022,4,Surface,4,Front,Dinophyceae,Protoperidinium pellucidum,Others,Heterotroph,0.242142341,1.376666349
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros densus,Diatoms,Autotroph,0.242142341,1.376666349
2023,10,Surface,13,Coast,Bacillariophyceae,Amphiprora gigantea,Diatoms,Autotroph,0.242142341,1.376666349
2022,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.268467901,2.31369434
2022,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.268665804,0.452625673
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,0.386018917,0.546403463
2022,10,SCM,1,Coast,Dinophyceae,Alexandrium sp.,Others,Mixotroph,0.281520995,0.237776078
2023,10,SCM,1,Coast,Dinophyceae,Dinophysis caudata,Others,Mixotroph,0.281520995,0.237776078
2022,4,Surface,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.281520995,0.237776078
2022,4,Surface,13,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.281520995,0.237776078
2022,4,Surface,1,Coast,Dinophyceae,Gymnodinium sp.,Others,Mixotroph,0.281520995,0.237776078
2022,10,Surface,4,Front,Bacillariophyceae,Corethron criophilum,Diatoms,Autotroph,0.281520995,0.237776078
2023,5,SCM,6,Offshore,Dinophyceae,Gymnodinium sp.irale,Others,Mixotroph,0.281520995,0.237776078
2023,5,SCM,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.281520995,0.237776078
2022,10,Surface,4,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,0.281520995,0.237776078
2022,10,SCM,11,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0.281520995,0.237776078
2023,10,SCM,4,Front,Dinophyceae,Prorocentrum micans,Others,Mixotroph,0.281520995,0.237776078
2023,10,SCM,4,Front,Dinophyceae,Prorocentrum obtusidens,Others,Mixotroph,0.281520995,0.237776078
2022,10,SCM,1,Coast,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,0.281520995,0.237776078
2023,5,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.281520995,0.237776078
2023,5,SCM,11,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.281520995,0.237776078
2023,5,SCM,11,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.281520995,0.237776078
2023,10,Surface,1,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.281520995,0.237776078
2023,10,SCM,4,Front,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,0.281520995,0.237776078
2023,8,SCM,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.281520995,0.237776078
2023,10,Surface,1,Coast,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,0.281520995,0.237776078
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.281520995,0.237776078
2023,8,Surface,11,Front,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0.281520995,0.237776078
2023,10,SCM,1,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.281520995,0.237776078
2023,10,SCM,4,Front,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,0.281520995,0.237776078
2022,10,Surface,1,Coast,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.300393876,0.367006568
2023,5,Surface,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.306859503,1.586356548
2023,8,SCM,13,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.314918588,0.38426863
2022,10,Surface,4,Front,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0.321099634,0.768970316
2023,8,SCM,6,Offshore,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.324901052,0.346346096
2023,10,SCM,1,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.330279847,0.441703184
2023,5,Surface,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.333523413,0.279850762
2023,10,SCM,4,Front,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.338499654,0.450818867
2023,10,SCM,6,Offshore,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.361959432,0.440174864
2022,10,Surface,13,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,0.363831857,1.954337184
2023,8,Surface,13,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.366647452,0.338945598
2023,8,SCM,11,Front,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0.370751443,0.93109179
2023,8,SCM,11,Front,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0.370751443,0.93109179
2023,5,Surface,13,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.388338108,0.324200833
2023,8,SCM,1,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,0.388338108,0.324200833
2023,10,SCM,11,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.388338108,0.324200833
2023,5,Surface,13,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.390593585,0.441584034
2023,10,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.390593585,0.441584034
2022,10,Surface,1,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0.404559652,0.337325537
2023,8,SCM,6,Offshore,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,0.408886306,0.776874236
2023,8,SCM,6,Offshore,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.43720422,0.582803423
2023,8,Surface,6,Offshore,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.438187026,1.441361095
2023,10,SCM,4,Front,Dinophyceae,Protoperidinium steinii,Others,Heterotroph,0.438187026,1.441361095
2023,10,Surface,1,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.438187026,1.441361095
2023,10,Surface,4,Front,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.438187026,1.441361095
2023,10,Surface,11,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.438187026,1.441361095
2023,8,Surface,6,Offshore,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.439464049,0.425485323
2022,4,SCM,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.443883042,1.562066012
2022,10,SCM,11,Front,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0.458284798,0.380794064
2022,10,SCM,11,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.460909071,0.716801088
2023,10,SCM,4,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.464754089,0.596961844
2023,8,SCM,11,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.485409345,0.498854988
2022,10,SCM,1,Coast,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0.487813333,0.424349624
2023,5,SCM,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.487813333,0.424349624
2023,8,Surface,6,Offshore,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.491794756,1.01536212
2023,10,SCM,1,Coast,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0.500825851,0.558261983
2023,8,Surface,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.505426856,0.418936275
2022,4,Surface,4,Front,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.50774948,0.420815489
2022,4,Surface,11,Front,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,0.50774948,0.420815489
2022,4,Surface,11,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.50774948,0.420815489
2022,4,SCM,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.50774948,0.420815489
2022,4,Surface,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.50774948,0.420815489
2022,10,SCM,6,Offshore,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.50774948,0.420815489
2022,10,SCM,6,Offshore,Dinophyceae,Katodinium glaucum,Others,Mixotroph,0.50774948,0.420815489
2023,5,SCM,6,Offshore,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.50774948,0.420815489
2023,5,SCM,13,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.50774948,0.420815489
2023,8,SCM,11,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.50774948,0.420815489
2023,10,Surface,6,Offshore,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.50774948,0.420815489
2023,8,SCM,1,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.075498617,1.048260975
2023,8,Surface,11,Front,Dinophyceae,Gymnodinium sp.irale,Others,Mixotroph,0.539937101,0.4468582
2022,10,SCM,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.554360115,0.562034878
2023,10,SCM,13,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.561038937,0.848150286
2023,10,Surface,1,Coast,Bacillariophyceae,Thalassionema nitzschioides,Diatoms,Autotroph,0.568914221,1.059249776
2023,8,SCM,6,Offshore,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.573180239,0.473754921
2022,4,SCM,4,Front,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0.592875937,0.521985008
2023,10,SCM,6,Offshore,Dinophyceae,Gyrodinium sp.,Others,Mixotroph,0.592875937,0.521985008
2022,10,SCM,1,Coast,Dinophyceae,Prorocentrum micans,Others,Mixotroph,0.592875937,0.521985008
2023,5,SCM,11,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.592875937,0.521985008
2023,8,SCM,1,Coast,Dinophyceae,Protoperidinium steinii,Others,Heterotroph,0.592875937,0.521985008
2023,10,SCM,4,Front,Bacillariophyceae,Dactyliosolen phuketensis,Diatoms,Autotroph,0.602270142,0.605935044
2022,10,Surface,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.612156835,0.737524854
2023,8,SCM,1,Coast,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,0.614566593,0.507240243
2023,5,Surface,1,Coast,Bacillariophyceae,Chaetoceros densus,Diatoms,Autotroph,0.637339731,2.278477432
2023,10,SCM,6,Offshore,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.643126929,0.530348152
2023,10,Surface,1,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.643480427,0.667950941
2023,10,SCM,1,Coast,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,0.643480427,0.667950941
2023,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.646423036,0.593192737
2022,10,Surface,13,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.648945851,0.719601595
2023,8,SCM,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.654661927,0.641631997
2022,4,SCM,4,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.678126329,1.520541065
2022,10,Surface,4,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.678126329,1.520541065
2022,4,Surface,4,Front,Dinophyceae,Protoperidinium leonis,Others,Heterotroph,0.678126329,1.520541065
2023,10,Surface,6,Offshore,Dinophyceae,Protoperidinium leonis,Others,Heterotroph,0.678126329,1.520541065
2023,5,SCM,11,Front,Bacillariophyceae,Chaetoceros diadema,Diatoms,Autotroph,0.678126329,1.520541065
2023,8,Surface,11,Front,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.678126329,1.520541065
2023,8,SCM,6,Offshore,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,0.678126329,1.520541065
2023,8,SCM,13,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,0.678126329,1.520541065
2023,8,SCM,6,Offshore,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0.678126329,1.520541065
2023,10,SCM,6,Offshore,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,0.678126329,1.520541065
2023,10,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia stolterforthii,Diatoms,Autotroph,0.678126329,1.520541065
2023,10,SCM,11,Front,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0.678126329,1.520541065
2023,10,SCM,6,Offshore,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.678126329,1.520541065
2022,10,Surface,13,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,0.678126329,1.520541065
2022,10,Surface,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.692591612,0.570369577
2023,8,SCM,13,Coast,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,0.692591612,0.570369577
2023,8,Surface,6,Offshore,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.698344973,1.11366982
2023,8,SCM,6,Offshore,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.714937134,0.882475647
2022,10,Surface,1,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.716297024,0.754490666
2023,5,SCM,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.718259435,0.59113718
2023,10,SCM,6,Offshore,Dinophyceae,Prorocentrum obtusidens,Others,Mixotroph,0.742153993,2.259896722
2022,10,Surface,6,Offshore,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.753218603,1.664146747
2022,10,Surface,13,Coast,Dinophyceae,Katodinium glaucum,Others,Mixotroph,0.753218603,1.664146747
2023,8,Surface,1,Coast,Bacillariophyceae,Rhizosolenia hebetata,Diatoms,Autotroph,0.753218603,1.664146747
2022,10,SCM,11,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.754812847,0.714440797
2023,8,SCM,6,Offshore,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,0.75802237,0.623309009
2022,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,0.774759939,0.778946924
2023,8,Surface,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.780805911,0.641742964
2022,10,SCM,4,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.799408724,0.656794331
2022,10,Surface,1,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,Surface,4,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia alata,Diatoms,Autotroph,0.799408724,0.656794331
2023,10,SCM,13,Coast,Dinophyceae,Gyrodinium sp.,Others,Mixotroph,0.799408724,0.656794331
2023,8,Surface,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,SCM,4,Front,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,SCM,11,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,Surface,6,Offshore,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,SCM,13,Coast,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,SCM,13,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.799408724,0.656794331
2023,10,Surface,11,Front,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,0.799408724,0.656794331
2023,10,Surface,13,Coast,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,0.799408724,0.656794331
2023,10,SCM,13,Coast,Dinophyceae,Tripos lineatus,Others,Mixotroph,0.799408724,0.656794331
2023,10,SCM,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,Surface,13,Coast,Dinophyceae,Tripos macroceros,Others,Mixotroph,0.799408724,0.656794331
2023,10,SCM,13,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.805391058,1.317594951
2023,10,SCM,11,Front,Dinophyceae,Gyrodinium sp.,Others,Mixotroph,0.817935765,1.873836945
2022,10,Surface,1,Coast,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0.83073739,0.771208282
